Id,Time,Number_of_Casualties,Day_of_Week,Road_Type,Speed_limit,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Urban_or_Rural_Area,Did_Police_Officer_Attend_Scene_of_Accident,Junction_Detail,Number_of_Vehicles,Accident_Severity,kmeans5_cluster,gaussian_cluster,agglomerative_cluster
4200,2,1,2.0,6,30.0,1,1,1,1,1,3,1,2,2,4,0
4201,2,1,1.0,6,30.0,1,2,2,1,1,3,1,3,2,0,0
4202,1,1,2.0,6,30.0,1,8,2,1,1,0,1,3,4,4,0
4203,3,1,1.0,6,30.0,4,1,1,1,1,3,1,2,3,5,0
4204,3,2,1.0,6,50.0,4,1,1,2,1,0,1,2,1,1,0
4205,2,2,1.0,6,30.0,1,1,1,1,1,0,1,2,2,0,0
4206,3,1,1.0,6,30.0,4,1,1,2,1,3,1,1,3,1,0
4207,3,1,1.0,6,30.0,4,1,1,1,1,3,1,3,3,5,0
4208,1,1,1.0,6,30.0,1,1,1,2,1,0,1,3,1,6,1
4209,3,2,1.0,6,30.0,4,1,1,1,2,0,1,3,3,5,0
4210,1,1,1.0,6,60.0,1,1,1,2,1,0,1,2,1,6,1
4211,2,1,2.0,6,40.0,1,1,1,2,1,0,1,2,1,6,1
4212,2,1,1.0,6,60.0,1,1,1,2,1,0,1,3,1,6,1
4213,3,1,2.0,6,30.0,1,1,1,2,1,0,1,2,1,6,1
4214,2,1,1.0,6,30.0,1,1,1,1,1,0,1,3,2,0,0
4215,1,1,2.0,6,60.0,1,2,2,2,2,0,1,3,1,6,1
4216,1,1,1.0,6,30.0,1,1,1,1,1,3,1,3,2,0,0
4217,1,1,2.0,6,30.0,1,1,1,2,1,0,1,3,1,6,1
4218,2,1,2.0,6,50.0,1,1,1,2,1,3,1,2,1,6,1
4219,2,1,1.0,6,30.0,1,1,1,1,1,0,1,2,2,0,0
4220,1,1,1.0,6,30.0,1,1,1,2,1,0,1,2,1,6,1
4221,2,1,2.0,6,30.0,1,1,1,1,1,0,1,3,2,4,0
4222,2,1,1.0,6,30.0,1,1,1,2,1,0,1,3,1,6,1
4223,2,1,2.0,6,40.0,1,1,1,2,1,0,1,3,1,6,1
4224,2,1,1.0,6,30.0,1,1,1,1,2,0,1,3,2,0,0
4225,2,1,1.0,6,60.0,1,1,2,2,1,0,1,2,1,6,1
4226,3,1,1.0,6,30.0,1,1,1,1,1,0,1,3,2,0,0
4227,3,1,2.0,6,30.0,4,8,2,2,1,0,1,3,4,1,0
4228,1,1,1.0,9,30.0,1,1,1,2,1,3,1,2,1,6,1
4229,1,1,1.0,3,30.0,1,1,1,1,1,0,1,3,0,0,0
4230,3,1,2.0,6,30.0,1,1,1,1,1,9,1,3,2,4,0
4231,3,1,1.0,6,30.0,1,1,1,2,1,3,1,2,1,6,1
4232,2,1,1.0,6,30.0,1,1,1,1,1,3,1,3,2,0,0
4233,1,1,1.0,6,40.0,1,1,1,2,1,0,1,1,1,6,1
4234,2,1,1.0,6,40.0,1,1,2,2,1,3,1,3,1,6,1
4235,1,1,2.0,6,30.0,1,1,1,1,1,0,1,3,2,4,0
4236,2,1,1.0,6,30.0,1,1,1,2,1,0,1,3,1,6,1
4237,2,1,2.0,6,40.0,1,1,1,2,1,0,1,2,1,6,1
4238,1,2,1.0,6,30.0,1,1,1,2,1,0,1,3,1,6,1
4239,1,1,2.0,6,60.0,1,1,1,2,1,0,1,1,1,6,1
4240,3,2,1.0,6,30.0,7,1,1,1,2,0,1,3,3,1,0
4241,1,1,1.0,6,30.0,1,1,1,1,1,0,1,3,2,0,0
4242,1,1,1.0,2,20.0,1,1,1,1,1,0,1,3,0,0,0
4243,2,1,1.0,6,30.0,1,1,1,1,1,3,1,3,2,0,0
4244,2,1,1.0,6,30.0,1,1,1,1,1,0,1,3,2,0,0
4245,1,1,1.0,6,30.0,1,1,1,2,2,0,1,2,1,6,1
4246,2,1,2.0,6,30.0,7,1,1,1,1,0,1,3,3,1,0
4247,2,1,1.0,2,30.0,1,1,1,1,2,9,1,3,0,0,0
4248,1,1,2.0,6,40.0,1,1,2,1,1,3,1,2,2,4,0
4249,2,1,1.0,3,70.0,7,1,1,2,1,0,1,3,1,2,0
4250,2,1,1.0,6,30.0,1,1,1,1,1,0,1,3,2,0,0
4251,1,1,1.0,6,30.0,1,2,2,2,1,0,1,3,1,6,1
4252,1,1,1.0,6,40.0,6,1,1,2,1,0,1,3,3,1,0
4253,1,1,2.0,6,60.0,1,1,2,2,1,0,1,3,1,6,1
4254,2,1,1.0,6,30.0,1,1,1,1,1,0,1,2,2,0,0
4255,2,1,1.0,6,30.0,4,9,2,1,1,0,1,2,4,1,0
4256,1,1,2.0,6,60.0,6,1,1,2,1,0,1,3,1,1,0
4257,3,1,2.0,6,30.0,6,1,1,1,1,0,1,3,3,1,0
4258,2,1,2.0,6,60.0,1,1,1,2,2,0,1,3,1,6,1
4259,3,2,1.0,6,30.0,1,1,1,1,1,3,1,3,2,0,0
4260,2,1,1.0,6,60.0,6,1,1,2,2,3,1,2,1,1,0
4261,2,1,2.0,6,40.0,1,1,-1,2,2,0,1,2,1,6,0
4262,2,1,2.0,6,60.0,1,1,1,2,1,0,1,2,1,6,1
4263,1,1,1.0,6,50.0,1,1,1,2,1,0,1,2,1,6,1
4264,2,1,1.0,6,30.0,1,1,1,1,1,0,1,3,2,0,0
4265,1,1,2.0,6,30.0,1,1,1,1,1,3,1,3,2,4,0
4266,2,1,1.0,6,30.0,1,1,1,2,1,0,1,3,1,6,1
4267,1,2,2.0,6,30.0,1,1,1,2,1,1,1,3,1,6,1
4268,3,1,2.0,6,30.0,1,1,1,1,1,0,1,2,2,4,0
4269,2,1,1.0,2,30.0,1,1,1,1,1,9,1,3,0,0,0
4270,3,1,2.0,6,30.0,1,1,1,1,1,0,1,3,2,4,0
4271,2,1,2.0,6,30.0,1,2,2,2,1,0,1,3,1,6,1
4272,2,1,2.0,6,40.0,1,9,2,2,1,0,1,3,4,6,0
4273,2,1,2.0,6,30.0,1,1,1,1,2,0,1,3,2,4,0
4274,3,1,2.0,6,60.0,1,1,1,2,1,0,1,2,1,6,1
4275,3,1,2.0,6,30.0,1,1,1,1,1,0,1,2,2,4,0
4276,1,1,2.0,6,30.0,1,1,1,1,1,0,1,2,2,4,0
4277,2,1,2.0,6,60.0,1,1,1,2,1,0,1,2,1,6,1
4278,2,1,1.0,9,30.0,1,1,1,1,2,0,1,3,2,0,0
4279,2,1,1.0,6,30.0,1,1,1,1,2,0,1,3,2,0,0
4280,2,1,2.0,7,30.0,1,1,1,1,2,5,1,2,2,4,0
4281,1,1,2.0,6,30.0,1,2,2,1,2,3,1,2,2,4,0
4282,2,1,1.0,6,30.0,1,2,2,2,2,0,1,3,1,6,1
4283,2,1,2.0,6,30.0,1,1,1,2,1,0,1,3,1,6,1
4284,2,1,1.0,6,30.0,4,1,2,1,1,9,1,3,3,5,0
4285,2,1,1.0,1,30.0,4,9,1,1,1,1,1,2,4,3,0
4286,2,1,1.0,6,40.0,1,1,2,1,2,0,1,3,2,0,0
4287,2,1,1.0,6,20.0,1,1,1,1,1,3,1,3,2,0,0
4288,1,1,2.0,6,20.0,1,5,2,1,1,3,1,2,2,4,0
4289,2,1,2.0,6,60.0,1,1,1,2,1,0,1,2,1,6,1
4290,3,1,2.0,6,30.0,1,1,1,2,1,0,1,1,1,6,1
4291,2,1,1.0,6,60.0,1,1,1,2,1,0,1,3,1,6,1
4292,2,1,2.0,6,60.0,1,1,1,2,1,0,1,2,1,6,1
4293,3,1,1.0,7,30.0,4,2,2,1,1,3,1,3,3,2,0
4294,2,2,1.0,2,20.0,1,1,1,1,1,6,1,2,0,0,0
4295,1,1,1.0,6,30.0,1,1,1,1,1,0,1,2,2,0,0
4296,2,1,2.0,6,30.0,1,4,1,1,1,0,1,3,2,4,0
4297,2,1,1.0,3,30.0,4,4,1,1,1,0,1,3,0,3,0
4298,2,1,1.0,6,20.0,1,1,1,1,1,3,1,2,2,0,0
4299,1,1,1.0,6,20.0,1,1,1,1,2,6,1,2,2,0,0
4300,3,1,1.0,6,20.0,4,1,1,1,1,6,1,3,3,1,0
4301,2,1,1.0,7,20.0,1,1,1,1,1,3,1,3,2,0,0
4302,1,1,1.0,6,20.0,1,1,1,1,2,3,1,2,2,0,0
4303,1,2,1.0,6,20.0,1,1,1,1,1,3,1,2,2,0,0
4304,3,2,1.0,6,30.0,1,1,1,1,1,3,1,3,2,0,0
4305,3,1,1.0,3,20.0,1,1,1,1,2,3,1,3,0,0,0
4306,3,2,2.0,6,20.0,1,1,1,1,1,3,1,3,2,4,0
4307,3,2,2.0,6,20.0,1,1,1,1,1,0,1,2,2,4,0
4308,3,2,1.0,6,30.0,1,1,1,1,1,0,1,2,2,0,0
4309,1,1,1.0,6,20.0,1,1,1,1,2,6,1,2,2,0,0
4310,2,2,1.0,6,20.0,1,1,1,1,1,6,1,3,2,0,0
4311,2,1,1.0,6,20.0,1,1,1,1,1,3,1,3,2,0,0
4312,1,2,1.0,6,20.0,1,1,1,1,1,3,1,3,2,0,0
4313,3,1,1.0,6,20.0,4,1,1,1,1,3,1,3,3,1,0
4314,1,2,2.0,6,30.0,1,1,1,2,1,0,1,3,1,6,1
4315,3,1,2.0,1,30.0,1,1,2,2,1,1,1,2,0,6,0
4316,1,1,1.0,6,60.0,1,2,2,2,1,3,1,2,1,6,1
4317,2,2,1.0,6,30.0,1,1,2,1,1,3,1,2,2,0,0
4318,2,1,1.0,6,30.0,1,1,1,1,2,0,1,3,2,0,0
4319,2,1,1.0,6,30.0,1,1,1,1,2,0,1,3,2,0,0
4320,1,1,2.0,6,30.0,1,1,2,2,1,3,1,2,1,6,1
4321,3,1,2.0,2,30.0,4,9,1,1,2,0,1,3,4,3,0
4322,2,1,1.0,3,30.0,1,1,1,1,1,0,1,3,0,0,0
4323,1,2,2.0,2,30.0,1,1,1,1,2,3,1,2,0,4,0
4324,3,1,1.0,6,60.0,6,1,1,2,1,0,1,2,3,1,0
4325,3,2,1.0,6,30.0,4,9,2,2,1,3,1,2,4,1,0
4326,3,1,1.0,6,30.0,4,5,2,1,1,0,1,2,3,1,0
4327,3,1,1.0,6,30.0,1,1,1,1,1,0,1,2,2,0,0
4328,1,1,1.0,6,30.0,1,1,4,1,1,1,1,2,2,0,0
4329,2,1,1.0,6,30.0,1,1,1,1,2,0,1,3,2,0,0
4330,3,1,2.0,6,30.0,1,1,1,1,1,0,1,2,2,4,0
4331,2,1,1.0,6,30.0,1,1,1,1,1,0,1,3,2,0,0
4332,1,1,1.0,6,60.0,1,1,2,2,1,0,1,2,1,6,1
4333,3,1,1.0,3,40.0,1,1,1,2,1,0,1,3,1,6,0
4334,1,1,2.0,6,30.0,1,1,1,2,1,0,1,2,1,6,1
4335,2,1,1.0,6,30.0,1,1,1,2,1,0,1,2,1,6,1
4336,3,1,1.0,1,30.0,1,1,1,1,1,1,1,3,0,0,0
4337,3,1,1.0,6,30.0,1,1,1,2,1,3,1,2,1,6,1
4338,1,1,1.0,6,30.0,1,1,1,1,1,0,1,3,2,0,0
4339,2,1,1.0,6,30.0,1,1,2,1,1,0,1,3,2,0,0
4340,1,1,1.0,6,40.0,1,1,1,2,1,3,1,2,1,6,1
4341,2,2,2.0,6,30.0,1,2,2,1,1,3,1,3,2,4,0
4342,2,1,1.0,6,20.0,1,1,1,1,1,0,1,3,2,0,0
4343,3,1,1.0,6,60.0,1,1,1,2,1,0,1,2,1,6,1
4344,3,1,1.0,6,60.0,1,1,1,2,1,3,1,2,1,6,1
4345,3,1,1.0,6,60.0,1,1,1,2,2,0,1,3,1,6,1
4346,3,1,2.0,6,30.0,1,1,1,2,1,0,1,3,1,6,1
4347,3,1,2.0,6,60.0,6,1,2,2,1,0,1,3,3,1,0
4348,3,1,1.0,6,30.0,4,1,1,1,1,0,1,3,3,5,0
4349,1,2,1.0,6,30.0,1,1,1,1,1,3,1,2,2,0,0
4350,1,1,1.0,2,30.0,1,1,1,1,1,9,1,3,0,0,0
4351,3,1,1.0,6,30.0,1,1,1,1,1,7,1,2,2,0,0
4352,1,1,1.0,6,20.0,1,1,1,1,2,9,1,3,2,0,0
4353,2,1,2.0,6,20.0,1,2,2,1,1,0,1,3,2,4,0
4354,3,2,1.0,6,20.0,4,1,2,1,1,0,1,2,3,1,0
4355,2,1,1.0,6,40.0,4,1,1,1,1,0,1,3,3,1,0
4356,2,1,1.0,3,20.0,4,1,2,1,1,0,1,3,0,3,0
4357,1,1,1.0,6,60.0,1,1,1,2,1,0,1,2,1,6,1
4358,2,2,1.0,2,20.0,1,1,1,1,1,9,1,2,0,0,0
4359,2,1,1.0,3,30.0,1,1,1,1,2,0,1,2,0,0,0
4360,3,1,1.0,6,30.0,4,1,2,1,1,0,1,2,3,5,0
4361,1,1,2.0,6,30.0,1,1,1,1,1,0,1,3,2,4,0
4362,3,1,1.0,6,30.0,4,1,1,1,1,3,1,3,3,5,0
4363,3,1,2.0,6,30.0,4,1,1,2,1,0,1,2,3,1,0
4364,3,1,1.0,6,30.0,1,2,2,1,1,0,1,2,2,0,0
4365,2,1,1.0,6,60.0,1,1,1,1,1,0,1,3,1,2,1
4366,1,1,1.0,6,30.0,1,1,2,2,1,9,1,2,2,6,1
4367,3,1,1.0,6,60.0,1,1,1,2,1,0,1,1,1,6,1
4368,3,1,1.0,6,30.0,4,1,4,1,1,0,1,3,3,5,0
4369,3,1,1.0,6,20.0,4,1,1,1,1,6,1,3,3,1,0
4370,2,1,2.0,3,30.0,4,2,2,1,1,0,1,3,0,3,0
4371,2,1,1.0,6,20.0,1,8,2,1,1,3,1,3,4,0,0
4372,3,1,1.0,3,20.0,4,2,2,1,1,3,1,2,3,3,0
4373,1,1,2.0,6,20.0,1,2,2,1,1,9,1,3,2,4,0
4374,2,1,1.0,6,30.0,4,1,1,1,1,3,1,3,3,5,0
4375,2,2,2.0,6,30.0,1,1,1,1,1,0,1,3,2,4,0
4376,3,1,1.0,6,30.0,1,1,2,1,2,6,1,3,2,0,0
4377,2,1,1.0,6,30.0,4,1,2,1,2,3,1,3,3,5,0
4378,3,1,1.0,6,30.0,4,1,1,1,1,0,1,3,3,5,0
4379,3,1,1.0,6,30.0,4,2,1,1,2,6,1,3,3,1,0
4380,1,1,1.0,6,30.0,1,1,1,1,1,7,1,3,2,0,0
4381,1,1,1.0,6,30.0,1,1,1,1,2,3,1,3,2,0,0
4382,1,1,1.0,6,30.0,1,1,1,1,2,0,1,3,2,0,0
4383,2,1,2.0,9,30.0,1,9,-1,1,2,6,1,3,4,4,0
4384,2,1,1.0,6,20.0,4,1,2,1,1,3,1,2,3,1,0
4385,1,1,2.0,9,20.0,1,9,-1,1,2,6,1,3,4,4,0
4386,3,1,1.0,6,30.0,7,1,1,1,2,3,1,3,3,1,0
4387,1,1,1.0,6,30.0,1,1,1,1,1,6,1,3,2,0,0
4388,3,1,1.0,6,30.0,4,1,1,1,1,9,1,3,3,5,0
4389,1,1,1.0,9,20.0,1,2,2,1,2,-1,1,3,2,0,0
4390,1,1,1.0,6,30.0,1,1,2,1,2,3,1,2,2,0,0
4391,2,1,2.0,6,30.0,1,8,2,1,2,3,1,3,4,4,0
4392,2,1,1.0,6,30.0,1,1,1,1,2,7,1,3,2,0,0
4393,3,1,1.0,3,30.0,4,2,2,1,1,6,1,3,3,3,0
4394,3,1,1.0,3,30.0,4,9,-1,1,2,3,1,3,4,3,0
4395,2,1,1.0,6,30.0,1,1,1,1,2,0,1,3,2,0,0
4396,3,1,2.0,6,30.0,4,1,1,1,2,6,1,3,3,5,0
4397,1,2,1.0,6,20.0,1,1,2,1,1,6,1,2,2,0,0
4398,2,1,1.0,6,30.0,1,2,2,1,1,3,1,3,2,0,0
4399,1,1,1.0,6,20.0,1,1,1,1,2,3,1,2,2,0,0
4400,3,1,1.0,6,30.0,4,1,2,1,2,6,1,3,3,5,0
4401,1,1,2.0,2,30.0,1,9,-1,1,2,0,1,3,4,4,0
4402,3,1,1.0,6,20.0,1,1,1,1,1,3,1,3,2,0,0
4403,1,1,1.0,6,30.0,1,8,2,1,1,3,1,3,4,0,0
4404,2,1,2.0,6,20.0,1,1,1,1,1,3,1,3,2,4,0
4405,1,2,1.0,6,30.0,1,1,1,1,1,3,1,2,2,0,0
4406,3,1,1.0,6,30.0,4,1,2,1,1,3,1,2,3,5,0
4407,3,1,1.0,6,30.0,4,9,1,1,2,3,1,2,4,1,0
4408,1,1,1.0,9,20.0,4,9,-1,1,2,3,1,3,4,2,0
4409,1,1,1.0,6,30.0,1,1,1,1,1,0,1,3,2,0,0
4410,3,1,1.0,6,30.0,1,1,1,1,2,6,1,3,2,0,0
4411,3,1,1.0,6,30.0,1,1,1,1,2,3,1,2,2,0,0
4412,2,1,1.0,7,30.0,1,1,1,1,1,0,1,3,2,0,0
4413,2,1,1.0,6,20.0,1,1,1,1,1,3,1,3,2,0,0
4414,1,1,1.0,9,30.0,1,9,-1,1,2,2,1,3,4,0,0
4415,3,1,2.0,6,30.0,4,1,1,1,1,0,1,3,3,5,0
4416,3,1,1.0,6,30.0,4,1,1,1,2,3,1,3,3,5,0
4417,2,1,2.0,7,30.0,1,1,1,1,1,0,1,3,2,4,0
4418,3,1,1.0,6,30.0,4,9,-1,1,2,3,1,2,4,1,0
4419,1,2,1.0,6,30.0,1,1,1,1,1,0,1,3,2,0,0
4420,2,1,1.0,6,30.0,1,1,1,1,1,0,1,2,2,0,0
4421,1,2,2.0,3,30.0,1,1,1,1,2,3,1,2,0,4,0
4422,2,2,2.0,6,30.0,1,1,1,1,1,0,1,2,2,4,0
4423,2,1,1.0,6,30.0,1,1,1,1,2,3,1,3,2,0,0
4424,3,1,1.0,9,30.0,4,9,-1,1,2,1,1,3,4,2,0
4425,3,1,1.0,6,20.0,4,1,1,1,2,0,1,3,3,1,0
4426,1,1,1.0,6,20.0,1,1,1,1,2,3,1,3,2,0,0
4427,1,1,1.0,6,20.0,1,1,1,1,1,3,1,2,2,0,0
4428,3,1,2.0,6,30.0,4,1,1,1,2,6,1,3,3,5,0
4429,2,1,2.0,6,30.0,1,1,1,2,1,0,1,3,1,6,1
4430,1,1,1.0,2,30.0,1,1,1,1,2,3,1,3,0,0,0
4431,3,1,1.0,9,30.0,4,9,-1,1,2,0,1,3,4,2,0
4432,3,2,1.0,6,20.0,1,1,2,1,1,3,1,3,2,0,0
4433,1,1,1.0,9,30.0,1,1,1,1,2,-1,1,3,2,0,0
4434,2,1,1.0,6,30.0,1,1,1,1,1,0,1,3,2,0,0
4435,1,1,1.0,6,20.0,1,1,1,1,1,3,1,3,2,0,0
4436,2,1,2.0,6,40.0,1,1,1,1,2,3,1,3,2,4,0
4437,3,1,2.0,6,20.0,1,1,1,1,1,3,1,3,2,4,0
4438,3,1,1.0,6,30.0,1,8,1,1,1,3,1,2,4,0,0
4439,3,2,1.0,3,30.0,1,1,1,1,1,3,1,3,0,0,0
4440,2,1,1.0,6,20.0,1,1,1,1,2,6,1,3,2,0,0
4441,2,1,1.0,6,30.0,1,1,1,1,2,0,1,3,2,0,0
4442,2,1,1.0,6,30.0,1,1,1,1,1,6,1,3,2,0,0
4443,2,1,1.0,3,30.0,1,1,1,1,1,6,1,3,0,0,0
4444,2,2,1.0,6,30.0,1,1,1,1,1,6,1,3,2,0,0
4445,2,2,1.0,6,30.0,1,1,1,1,1,0,1,3,2,0,0
4446,1,1,1.0,1,30.0,1,1,1,1,2,1,1,2,0,0,0
4447,2,2,2.0,3,30.0,1,1,1,1,1,0,1,3,0,4,0
4448,3,1,2.0,6,30.0,5,1,1,1,1,9,1,3,3,1,0
4449,1,1,1.0,9,30.0,1,9,-1,1,2,0,1,3,4,0,0
4450,1,1,1.0,6,30.0,1,1,1,1,2,3,1,3,2,0,0
4451,3,1,1.0,6,30.0,4,9,-1,1,2,0,1,3,4,1,0
4452,3,1,2.0,6,30.0,4,1,1,1,2,-1,1,2,3,5,0
4453,1,2,1.0,6,20.0,1,1,1,1,1,0,1,3,2,0,0
4454,2,1,1.0,9,30.0,1,9,-1,1,2,-1,1,3,4,0,0
4455,2,1,1.0,2,30.0,1,1,1,1,2,3,1,2,0,0,0
4456,3,2,1.0,6,30.0,4,1,1,1,1,7,1,3,3,5,0
4457,3,1,2.0,1,30.0,1,1,1,1,1,1,1,3,0,4,0
4458,3,2,1.0,6,20.0,4,1,2,1,1,0,1,3,3,1,0
4459,3,1,1.0,6,20.0,1,1,1,1,2,0,1,3,2,0,0
4460,1,2,2.0,6,30.0,1,1,1,1,1,9,1,3,2,4,0
4461,3,1,1.0,6,30.0,4,1,1,1,1,0,1,3,3,5,0
4462,2,1,2.0,6,30.0,1,1,1,1,2,3,1,3,2,4,0
4463,1,2,1.0,6,30.0,1,1,1,1,1,3,1,3,2,0,0
4464,3,1,1.0,6,20.0,1,2,2,1,2,3,1,3,2,0,0
4465,2,1,1.0,3,30.0,1,1,1,1,1,3,1,2,0,0,0
4466,3,2,1.0,6,30.0,1,1,1,1,1,0,1,3,2,0,0
4467,1,1,2.0,6,30.0,1,1,2,1,1,0,1,2,2,4,0
4468,1,1,1.0,9,30.0,1,9,-1,1,2,0,1,3,4,0,0
4469,2,1,1.0,2,30.0,1,1,1,1,1,3,1,3,0,0,0
4470,1,1,1.0,6,30.0,1,1,1,1,2,6,1,3,2,0,0
4471,1,1,2.0,2,20.0,1,1,-1,1,2,7,1,2,0,4,0
4472,2,1,1.0,7,30.0,1,9,-1,1,2,3,1,3,4,0,0
4473,1,1,1.0,6,20.0,1,1,1,1,1,0,1,3,2,0,0
4474,1,1,1.0,6,30.0,1,9,-1,1,2,3,1,3,4,0,0
4475,3,1,1.0,2,30.0,1,1,1,1,2,6,1,3,0,0,0
4476,2,1,2.0,9,30.0,1,9,-1,1,2,0,1,3,4,4,0
4477,3,1,1.0,6,30.0,1,1,1,1,2,3,1,3,2,0,0
4478,2,1,1.0,6,30.0,1,1,1,1,2,3,1,3,2,0,0
4479,2,1,2.0,1,20.0,1,1,1,1,1,9,1,3,0,4,0
4480,3,2,2.0,6,30.0,1,1,1,1,1,3,1,3,2,4,0
4481,3,2,2.0,6,30.0,4,1,1,1,1,3,1,2,3,5,0
4482,2,1,2.0,6,30.0,1,2,2,1,1,9,1,3,2,4,0
4483,2,1,1.0,6,30.0,1,1,1,1,2,0,1,3,2,0,0
4484,2,1,2.0,6,30.0,1,9,-1,1,2,0,1,2,4,4,0
4485,1,1,1.0,6,30.0,1,1,1,1,1,0,1,3,2,0,0
4486,3,1,1.0,9,30.0,1,9,-1,1,2,3,1,3,4,0,0
4487,3,1,2.0,6,30.0,1,1,1,1,2,6,1,2,2,4,0
4488,1,1,2.0,6,30.0,1,1,1,1,1,6,1,2,2,4,0
4489,2,1,1.0,6,30.0,1,2,-1,1,2,9,1,3,2,0,0
4490,2,1,1.0,3,30.0,1,1,1,1,1,0,1,2,0,0,0
4491,1,1,1.0,6,20.0,1,1,1,1,1,0,1,2,2,0,0
4492,2,2,1.0,3,30.0,1,1,1,1,1,6,1,2,0,0,0
4493,1,1,1.0,9,30.0,1,9,-1,1,2,6,1,3,4,0,0
4494,2,1,1.0,6,30.0,1,8,1,1,2,3,1,3,4,0,0
4495,1,1,1.0,6,30.0,1,1,1,1,2,3,1,3,2,0,0
4496,1,1,1.0,6,30.0,1,2,2,1,1,0,1,2,2,0,0
4497,2,1,1.0,2,30.0,1,2,2,1,2,3,1,2,0,0,0
4498,3,1,1.0,9,30.0,4,9,-1,1,2,-1,1,2,4,2,0
4499,3,1,1.0,2,20.0,1,1,1,1,1,6,1,3,0,0,0
4500,1,1,1.0,6,30.0,1,1,1,1,1,0,1,2,2,0,0
4501,3,1,1.0,6,30.0,4,9,-1,1,2,0,1,3,4,1,0
4502,1,1,1.0,9,30.0,1,1,1,1,2,0,1,3,2,0,0
4503,3,2,1.0,3,30.0,1,1,1,1,1,6,1,3,0,0,0
4504,3,1,1.0,9,30.0,4,9,-1,1,2,0,1,2,4,2,0
4505,3,1,1.0,6,30.0,1,1,1,1,1,3,1,3,2,0,0
4506,1,1,1.0,6,30.0,1,1,1,1,1,3,1,3,2,0,0
4507,1,1,1.0,6,30.0,1,1,1,1,2,3,1,3,2,0,0
4508,2,1,1.0,6,30.0,1,1,1,1,1,6,1,2,2,0,0
4509,1,1,1.0,6,20.0,1,1,1,1,2,0,1,3,2,0,0
4510,3,2,2.0,6,30.0,1,1,1,1,1,0,1,3,2,4,0
4511,3,1,2.0,6,30.0,4,9,1,1,2,0,1,3,4,1,0
4512,1,1,1.0,6,30.0,1,1,1,1,2,3,1,3,2,0,0
4513,2,1,1.0,6,30.0,1,1,1,1,2,3,1,2,2,0,0
4514,1,2,1.0,6,30.0,1,1,1,1,1,9,1,3,2,0,0
4515,1,1,2.0,9,30.0,1,1,1,1,2,3,1,3,2,4,0
4516,3,1,1.0,1,30.0,1,1,1,1,1,1,1,3,0,0,0
4517,3,1,1.0,9,30.0,1,2,2,1,2,-1,1,3,2,0,0
4518,1,1,2.0,6,20.0,1,9,-1,1,2,6,1,3,4,4,0
4519,1,1,2.0,6,30.0,1,1,1,1,1,6,1,3,2,4,0
4520,3,1,1.0,6,30.0,4,8,1,1,2,0,1,2,4,1,0
4521,1,1,1.0,3,30.0,1,1,1,1,2,6,1,3,0,0,0
4522,1,1,1.0,6,30.0,4,9,1,1,2,9,1,2,4,1,0
4523,3,2,1.0,3,30.0,1,1,1,1,1,0,1,3,0,0,0
4524,1,1,2.0,6,30.0,1,1,1,1,1,9,1,3,2,4,0
4525,2,1,2.0,6,20.0,1,1,1,1,1,0,1,3,2,4,0
4526,3,1,2.0,6,30.0,1,9,-1,1,2,3,1,3,4,4,0
4527,2,1,1.0,3,30.0,1,1,1,1,1,0,1,3,0,0,0
4528,2,1,1.0,3,30.0,1,1,1,1,1,3,1,3,0,0,0
4529,1,1,1.0,6,30.0,1,1,1,1,2,6,1,2,2,0,0
4530,3,1,1.0,6,30.0,1,1,1,1,2,7,1,3,2,0,0
4531,3,1,2.0,2,20.0,1,1,1,1,1,6,1,3,0,4,0
4532,1,1,1.0,6,30.0,1,1,1,1,1,3,1,3,2,0,0
4533,1,1,1.0,2,30.0,1,1,2,1,1,3,1,3,0,0,0
4534,3,2,1.0,6,30.0,1,1,1,1,1,0,1,3,2,0,0
4535,1,1,1.0,6,30.0,1,9,-1,1,2,0,1,3,4,0,0
4536,3,1,2.0,6,30.0,1,1,1,1,2,3,1,3,2,4,0
4537,2,1,1.0,2,30.0,1,1,1,1,1,3,1,2,0,0,0
4538,3,1,1.0,9,30.0,1,9,-1,1,2,0,1,3,4,0,0
4539,3,1,1.0,6,30.0,1,1,1,1,2,3,1,3,2,0,0
4540,1,1,1.0,6,30.0,1,1,1,1,1,9,1,2,2,0,0
4541,2,1,1.0,6,20.0,1,1,1,1,1,8,1,3,2,0,0
4542,1,1,1.0,6,30.0,1,1,1,1,1,0,1,3,2,0,0
4543,2,1,2.0,6,30.0,1,1,1,1,1,3,1,3,2,4,0
4544,3,1,1.0,6,30.0,1,1,1,1,1,0,1,3,2,0,0
4545,2,1,1.0,3,20.0,1,2,2,1,1,9,1,3,0,0,0
4546,2,1,1.0,3,30.0,1,1,1,1,1,3,1,2,0,0,0
4547,1,1,1.0,6,30.0,1,1,-1,1,2,-1,1,3,2,0,0
4548,1,1,1.0,6,30.0,1,1,1,1,1,3,1,3,2,0,0
4549,3,1,2.0,6,30.0,4,1,1,1,2,3,1,3,3,5,0
4550,3,1,1.0,3,30.0,4,1,1,1,1,7,1,3,3,3,0
4551,1,1,2.0,9,30.0,1,9,-1,1,2,0,1,3,4,4,0
4552,3,1,1.0,6,20.0,4,2,2,1,1,3,1,3,3,1,0
